idspecies,id_sp_region,region_of_first_record,sourceid
100708,1032923,"Xerocampos, Lasithi prov., Crete",""
100347,1032924,"Crete, Rhodes Isl.",""
100684,1032925,Saronikos Gulf,""
50124,1032926,"Lindos, Rhodes I.",""
53253,1032927,Zakynthos I.,""
101209,1032928,NW Castellorizo,""
100205,1032929,"Sithonia peninsula,",""
100207,1032930,"Sithonia peninsula,",""
50148,1032931,"Laganas Bay, Zakynthos I.",""
1121,1032932,"Mandrikon Harbour, Rhodes I.",""
100465,1032933,Rhodes I.,""
100464,1032934,Sithonia Peninsula,""
100535,1032935,"Salamis, Perae",""
100617,1032936,Unknown,""
100859,1032937,Gulf of Saronikos,""
53491,1032938,"Palaeochori Bay, Milos I.",""
100988,1032939,Sithonia Peninsula,""
100135,1032940,"Pelagos, Piperi, Yioura Is., N. Sporades",""
100258,1032941,Pagassitikos Gulf,""
50180,1032942,Northern Aegean,""
50515,1032943,Thessaloniki Gulf,""
50516,1032944,Thessaloniki Gulf,""
100570,1032945,Rhodes,""
100687,1032946,Kassos I.,""
100903,1032947,Rhodes,""
100951,1032948,"Crete, Santorini",""
100160,1032949,"Neokameni I., nr Thira",""
53390,1032950,Saronikos Gulf,""
100651,1032951,"Nysiros I., SE Aegean",""
100441,1032952,Unknown,""
100324,1032953,Unknown,""
100348,1032954,Haifa? Tel Aviv,""
100428,1032955,Unknown,""
100909,1032956,Atlit,""
100838,1032957,Haifa,""
100592,1032958,Tel Aviv,""
100755,1032959,Ashdod-Ashkelon,""
100862,1032960,Haifa Bay,""
100699,1032961,Unknown,""
100973,1032962,Hadera,""
100425,1032963,Haifa Bay,""
100365,1032964,Jaffa,""
100443,1032965,Hadera port,""
100087,1032966,Haifa,""
100861,1032967,Haifa Bay,""
100815,1032968,Herzliya,""
100683,1032969,Haifa Bay,""
100744,1032970,Unknown,""
100889,1032971,Unknown,""
100341,1032972,Haifa Bay,""
100342,1032973,Haifa Bay,""
100702,1032974,Unknown,""
100073,1032975,Unknown,""
101166,1032976,Unknown,""
100822,1032977,Haifa Bay,""
100035,1032978,Haifa Bay,""
100503,1032979,Unknown,""
100978,1032980,Unknown,""
100979,1032981,Unknown,""
100775,1032982,Haifa Bay,""
100266,1032983,Unknown,""
100827,1032984,Tel Aviv,""
100704,1032985,Jaffa,""
100003,1032986,Rosh Hanikra,""
100865,1032987,Shiqmona,""
100901,1032988,Unknown,""
100902,1032989,Jaffa,""
100814,1032990,Haifa Bay,""
100640,1032991,Ashdod,""
100714,1032992,Nizzanim,""
100669,1032993,Tel Aviv,""
100880,1032994,Ashdod,""
100148,1032995,Unknown,""
100877,1032996,Unknown,""
100878,1032997,Haifa Bay,""
100824,1032998,Haifa Bay,""
100868,1032999,Unknown,""
100279,1033000,Unknown,""
100913,1033001,Haifa Bay,""
100068,1033002,Tel Aviv,""
100942,1033003,Shiqmona,""
100492,1033004,Jaffa,""
100493,1033005,Unknown,""
100494,1033006,Haifa Bay,""
100960,1033007,Haifa Bay,""
100200,1033008,Ashdod,""
100167,1033009,Akko,""
100410,1033010,Shiqmona,""
100308,1033011,Palmahim,""
100309,1033012,Haifa Bay,""
100966,1033013,Shiqmona,""
100807,1033014,Atlit,""
100178,1033015,Caesarea,""
100180,1033016,Shiqmona,""
100181,1033017,Jaffa,""
100179,1033018,Haifa Bay,""
100828,1033019,Haifa Bay,""
100829,1033020,Palmahim,""
100226,1033021,Akhziv,""
100054,1033022,Dor,""
100739,1033023,Unknown,""
100380,1033024,Habonim,""
100364,1033025,Unknown,""
100182,1033026,Haifa Bay,""
100300,1033027,Jaffa,""
100176,1033028,Dor,""
100177,1033029,Haifa Bay,""
100571,1033030,Dor,""
100841,1033031,Haifa,""
100842,1033032,Haifa,""
100986,1033033,Haifa Bay,""
100983,1033034,Akhziv,""
100920,1033035,Shiqmona,""
100919,1033036,Habonim,""
100846,1033037,Dor,""
100346,1033038,Dor,""
100819,1033039,Hadera,""
100678,1033040,Tel Aviv,""
100607,1033041,Caesarea,""
100343,1033042,Jaffa,""
100943,1033043,Jaffa,""
100594,1033044,Haifa,""
100152,1033045,Herzliyya,""
100337,1033046,Shiqmona,""
100606,1033047,Haifa Bay,""
100371,1033048,Haifa Bay,""
100993,1033049,Shave-Zion,""
100994,1033050,Haifa Bay,""
100593,1033051,Unknown,""
100212,1033052,Haifa Bay,""
100213,1033053,Atlit,""
100214,1033054,Haifa Bay,""
100587,1033055,Unknown,""
100517,1033056,Unknown,""
100922,1033057,Palmahim,""
100218,1033058,Haifa Bay,""
100971,1033059,Haifa,""
100932,1033060,Tantura & Haifa Bay,""
101140,1033061,Haifa Bay,""
100661,1033062,Haifa Bay,""
100023,1033063,Haifa Bay,""
100821,1033064,Haifa Bay,""
100826,1033065,"Haifa Bay, Ashqelon",""
100137,1033066,Ga'ash,""
100089,1033067,Shiqmona,""
100197,1033068,Ashqelon,""
100138,1033069,unknown,""
100748,1033070,Haifa Bay,""
100754,1033071,Nizzanim,""
100311,1033072,Haifa Bay,""
100468,1033073,Caesarea,""
100293,1033074,Dor,""
100366,1033075,Ashqelon,""
100150,1033076,Ashqelon,""
100882,1033077,Shiqmona,""
100005,1033078,Netanya,""
100105,1033079,Ashqelon,""
100053,1033080,Unknown,""
100383,1033081,Dor,""
100524,1033082,Dor,""
100504,1033083,Ashqelon,""
100875,1033084,Ashqelon,""
100595,1033085,Bat-Yam,""
100596,1033086,Tel Aviv,""
100580,1033087,Acre,""
100128,1033088,Unknown,""
100734,1033089,Ashqelon,""
53432,1033090,Unknown,""
100548,1033091,Unknown,""
100908,1033092,Haifa Bay,""
100906,1033093,Unknown,""
100907,1033094,Akhziv,""
100315,1033095,Netanya,""
100310,1033096,Hadera,""
100187,1033097,Ashqelon,""
100188,1033098,Ashqelon,""
100189,1033099,Haifa Bay,""
100804,1033100,Jaffa,""
100369,1033101,Haifa Bay,""
100370,1033102,Haifa Bay,""
100028,1033103,Haifa Bay,""
100057,1033104,Haifa Bay,""
100546,1033105,Tel Aviv,""
100545,1033106,Acre,""
100084,1033107,Netanya,""
100372,1033108,Palmahim,""
100219,1033109,Netanya,""
100224,1033110,Gaza,""
100682,1033111,Haifa Bay,""
100825,1033112,Ashdod,""
100956,1033113,Palmahim,""
100900,1033114,Netanya,""
100379,1033115,Haifa Bay,""
100498,1033116,Shiqmona,""
100202,1033117,unknown,""
100873,1033118,Rishon leziyyon to Shiqmona,""
100874,1033119,Akhziv,""
100633,1033120,Atlit,""
100634,1033121,Mikhmoret,""
100481,1033122,Ashqelon,""
100458,1033123,Ashqelon,""
100688,1033124,Ashqelon,""
100752,1033125,Ashqelon,""
100742,1033126,Ashqelon,""
50215,1033127,Unknown,""
100561,1033128,Haifa Bay,""
100566,1033129,Palmahim,""
100567,1033130,Palmahim,""
100568,1033131,Unknown,""
100569,1033132,Haifa Bay,""
100705,1033133,Unknown,""
100963,1033134,Haifa Bay,""
100513,1033135,Tel Aviv,""
100677,1033136,Haifa Bay,""
100042,1033137,Herzliya,""
100043,1033138,Herzliya,""
100044,1033139,Palmahim,""
100045,1033140,Tel Aviv,""
100638,1033141,Caesarea,""
100681,1033142,Haifa Bay,""
100627,1033143,Atlit,""
100482,1033144,Palmahim,""
100515,1033145,Bat Yam,""
100600,1033146,Jaffa,""
100076,1033147,Haifa Bay,""
100447,1033148,Palmahim,""
50531,1033149,Unknown,""
100191,1033150,Haifa Bay,""
100192,1033151,Tel Aviv,""
100782,1033152,Unknown,""
100946,1033153,Bat Yam,""
100409,1033154,Palmahim,""
100731,1033155,Haifa Bay,""
100085,1033156,Tel Aviv,""
100352,1033157,Haifa Bay,""
100543,1033158,Tel Aviv,""
100347,1033159,Khan Yunis,""
100317,1033160,Ashdod,""
100158,1033161,Tel Aviv,""
100375,1033162,Ashdod harbour,""
100328,1033163,Unknown,""
100720,1033164,Caesarea,""
100103,1033165,Hadera,""
100006,1033166,Netanya,""
100059,1033167,Caesarea,""
100010,1033168,Haifa Bay,""
100163,1033169,Tel Aviv,""
101209,1033170,Haifa Bay,""
100165,1033171,Tel Aviv,""
100220,1033172,Unknown,""
100232,1033173,Bat Yam,""
100460,1033174,Unknown,""
100461,1033175,Unknown,""
100535,1033176,Unknown,""
100671,1033177,Mikhmoret,""
100858,1033178,Tel Aviv,""
100887,1033179,Bat Yam,""
53491,1033180,Mikhmoret,""
100132,1033181,Unknown,""
100172,1033182,Haifa Bay,""
100354,1033183,Unknown,""
50180,1033184,Alexander estuary,""
100448,1033185,Jaffa,""
50516,1033186,Haifa Port,""
100453,1033187,Akhziv,""
100454,1033188,Haifa,""
100455,1033189,Rosh Hanikra,""
100456,1033190,Haifa,""
100505,1033191,Haifa,""
100506,1033192,off Haifa,""
100507,1033193,Haifa,""
100510,1033194,Ashquelon,""
100526,1033195,Unknown,""
100539,1033196,Unknown,""
100570,1033197,Unknown,""
100619,1033198,Haifa,""
100737,1033199,Haifa Bay,""
100776,1033200,Hadera,""
100810,1033201,Haifa,""
100939,1033202,Unknown,""
100081,1033203,Haifa,""
100651,1033204,Atlit,""
100650,1033205,Haifa Bay,""
100926,1033206,Dor,""
100635,1033207,Unknown,""
100837,1033208,Dor,""
100160,1033209,Neve Yam,""
100721,1033210,Beit Yanai,""
100004,1033211,Hadera harbour,""
100435,1033212,Palmahim,""
100699,1033213,Ionian Sea,""
100365,1033214,Lampedusa I.,""
100341,1033215,Trieste,""
100925,1033216,Ligurian Sea,""
100503,1033217,Lampedusa I.,""
100775,1033218,Gulf of Genoa,""
100003,1033219,Napoli,""
100877,1033220,Linosa,""
100736,1033221,"Loano, Ligurian Sea and Messina, Sicily",""
100913,1033222,Taranto,""
100659,1033223,Lesina Lagoon,""
100852,1033224,Gulf of Trieste,""
100181,1033225,"Cape Milazzo, Sicily",""
100842,1033226,"Tyrrhenian Sea, Capraia",""
100920,1033227,"Muggia Bay, Gulf of Trieste",""
100846,1033228,"Porto Cesareo, Gulf of Taranto and Marsala, Sicily",""
50159,1033229,"Riposto, Sicily",""
100943,1033230,Caprolace Lagoon,""
50553,1033231,"nr Ravenna, Adriatic Sea",""
100212,1033232,"Adriatic, Pescara",""
100417,1033233,"Giudecca, Venice Lagoon",""
100138,1033234,Gulf of Taranto,""
100763,1033235,"Lago Fusaro, Bay of Naples",""
100762,1033236,"Fusaro lagoon, Naples",""
100211,1033237,Ligurian Sea,""
100560,1033238,"Messina, Calabria",""
100072,1033239,"Catania, Sicily",""
100930,1033240,"Messina, Sicily",""
100272,1033241,"Gulf of Venice, Adriatic Sea",""
100025,1033242,"Capo Miseno, Naples",""
100051,1033243,"Palombina di Ancona, Porto Recanati",""
53735,1033244,"Adriatic Sea, near Ravenna",""
100596,1033245,"Ravenna lagoon, Adriatic Sea",""
53515,1033246,"Ravenna lagoon, Adriatic Sea",""
100128,1033247,"Sicily, Syracuse",""
50156,1033248,"La specia, Ligurian Sea and Chioggia, Venice lagoon, Adriatic Sea",""
100847,1033249,Venice Lagoon,""
100734,1033250,Calabria,""
53432,1033251,Lampedusa Isl.,""
100203,1033252,"Favignana Island, NE Sicily",""
50218,1033253,"Caprolace Lagoon, Rome. Sicily, Adriatic Sea",""
50554,1033254,"Chioggia, Venice Lagoon",""
50223,1033255,N Adriatic and W Sicily,""
100955,1033256,Livorno,""
50215,1033257,laguna di Lesina,""
100869,1033258,Central Adriatic Sea,""
100322,1033259,Ionian Sea,""
100144,1033260,Gulf of Taranto,""
100427,1033261,"Otranto Channel, Southern Italy",""
100562,1033262,Sparviero Isl & Tyrrhenian Sea,""
100146,1033263,Venice lagoon,""
50531,1033264,Venice,""
100782,1033265,Sicily,""
100945,1033266,Genova harbour & S Sardinia,""
100325,1033267,Venice lagoon,""
50542,1033268,"Po River delta, Adriatic Sea",""
100434,1033269,Tyrrhenian Sea,""
100708,1033270,Linosa Isl.,""
100684,1033271,"Gulf of Rapallo, Ligurian Sea",""
50527,1033272,"Scardovari, Po delta",""
100154,1033273,Venice Lagoon,""
100328,1033274,Venice Lagoon,""
100685,1033275,Venice Lagoon,""
100686,1033276,nr Civitavecchia harbour,""
100912,1033277,"Catania, Sicily and Pantelleria",""
50528,1033278,Venice Lagoon,""
100059,1033279,Civitavecchia port,""
100020,1033280,"Antignano, Meloria, nr Livorno",""
50485,1033281,"Mar Piccolo, Gulf of Taranto",""
100030,1033282,Livorno,""
100062,1033283,La Spezia harbour,""
53220,1033284,"Chioggia, Venice Lagoon",""
50124,1033285,Unknown,""
100090,1033286,Sicily,""
100124,1033287,"Lampedusa I., Castelluccio",""
53253,1033288,"Lampedusa I. and Siracusa, Sicily",""
100166,1033289,"Porto Maurizio, Imperia",""
100171,1033290,Unknown,""
100207,1033291,"Cheradi Is., Gulf of Taranto",""
100208,1033292,"Catania habour, Sicily",""
50148,1033293,Naples,""
50147,1033294,"Lake Faro, Messina",""
50493,1033295,"Villa S. Giovanni, Messina Str.",""
100399,1033296,"Isola delle Femmine, Sicily",""
1121,1033297,"Riposto harbour, Catania",""
100416,1033298,"Acicastello, Catania, Sicily",""
100460,1033299,"Mar Piccolo, Taranto",""
100464,1033300,"Syracusa, Sicily",""
100501,1033301,Venice Lagoon,""
53370,1033302,Unknown,""
100535,1033303,"Lachea I., off Catania, Sicily",""
50228,1033304,"P.ta S. Pancrazio, Ischia I.",""
100671,1033305,"Palma di Montechiaro, sicily",""
100753,1033306,"Catania, Sicily",""
100772,1033307,"Chioggia, Venice Lagoon",""
50263,1033308,"Chioggia, Venice Lagoon",""
50500,1033309,Trieste and Venice Lagoon,""
100888,1033310,"Mar Piccolo, Gulf of Taranto",""
53492,1033311,"Antignano, nr Livorno",""
50506,1033312,"Chioggia, Venice Lagoon",""
100988,1033313,"Rosignano Solvay, Liguria",""
53323,1033314,Venice Lagoon,""
100635,1033315,"Scoglio Madonina, nr Savona, Liguria",""
53298,1033316,Venice Lagoon,""
101219,1033317,"Copanello, Calabria",""
101220,1033318,Portofino,""
100134,1033319,"Lago Lucerino, Bay of Napels",""
50180,1033320,Venice,""
50515,1033321,Trieste harbour,""
100450,1033322,Naples harbour,""
50516,1033323,Naples harbour,""
53486,1033324,Genova harbour,""
100537,1033325,Salerno Port,""
100652,1033326,"Leghorn harbour, Ravenna harbour and Mar Piccolo, Taranto",""
100170,1033327,Venice Lagoon,""
100329,1033328,"Catania, Siracusa, Sicily",""
50567,1033329,Venice Lagoon,""
100574,1033330,Vado Ligure,""
100761,1033331,La Spezia harbour,""
50134,1033332,Venice Lagoon,""
100441,1033333,Unknown,""
100324,1033334,Bay of Abde,""
100428,1033335,Jounieh,""
100862,1033336,Antelias,""
100699,1033337,St. Geoges Bay,""
100425,1033338,Tyre,""
100467,1033339,St. Geoges Bay,""
100087,1033340,Ras Beirut,""
100861,1033341,Ras Beirut,""
100744,1033342,Jounieh,""
100702,1033343,Jounieh,""
100938,1033344,Unknown,""
100073,1033345,Tripoli,""
101166,1033346,Jounieh,""
100035,1033347,Ras Beirut,""
100503,1033348,Ras Beirut,""
100538,1033349,Beirut,""
100978,1033350,Sidon,""
100979,1033351,St. Geoges Bay,""
100775,1033352,Jounieh,""
100704,1033353,Beirut,""
100865,1033354,Amchit,""
100901,1033355,Jounieh,""
100814,1033356,Batroun,""
100148,1033357,Sidon,""
100878,1033358,Ras Beirut,""
100877,1033359,Tabarja,""
100868,1033360,St. Geoges Bay,""
100279,1033361,Jounieh,""
100913,1033362,Abde,""
100493,1033363,Antelias,""
100494,1033364,Jounieh,""
100973,1033365,Ras Beirut,""
100410,1033366,Unknown,""
100966,1033367,Jounieh,""
100807,1033368,Jounieh,""
100181,1033369,"Saida, Beirut",""
100828,1033370,Jounieh,""
100364,1033371,Jounieh,""
100300,1033372,Jounieh,""
100176,1033373,Jounieh,""
100920,1033374,Jounieh,""
100819,1033375,Sarafand,""
100343,1033376,Unknown,""
100944,1033377,Beirut,""
100594,1033378,Jebail,""
100993,1033379,Jounieh,""
100213,1033380,Jounieh,""
100218,1033381,Jounieh,""
100932,1033382,Jounieh,""
100023,1033383,Jounieh,""
100277,1033384,Jounieh,""
100821,1033385,Jounieh,""
100138,1033386,Unknown,""
100333,1033387,Unknown,""
100754,1033388,"Chak El Hatab, btw Hannouch & Selaata",""
100311,1033389,El Heri,""
100468,1033390,Jbail,""
100128,1033391,Beirut,""
53432,1033392,Unknown,""
100548,1033393,Beirut,""
100908,1033394,Unknown,""
100189,1033395,Unknown,""
100546,1033396,Beirut,""
100372,1033397,Rmaileh,""
100498,1033398,Jounieh,""
50215,1033399,St. Georges Bay,""
100568,1033400,Tripoli,""
100569,1033401,Beirut,""
100705,1033402,Jounieh Bay,""
100515,1033403,Beirut,""
100600,1033404,Beirut,""
100572,1033405,Unknown,""
50531,1033406,Unknown,""
100191,1033407,Beirut,""
100192,1033408,Unknown,""
100782,1033409,Beirut,""
100946,1033410,Ras Beirut,""
100085,1033411,Ras Beirut,""
100738,1033412,Unknown,""
100347,1033413,Beirut,""
100995,1033414,Beirut harbour,""
100684,1033415,Unknown,""
100163,1033416,Beirut,""
101209,1033417,Tripoli,""
101210,1033418,Beirut,""
100165,1033419,Beirut,""
100204,1033420,Tripoli,""
100373,1033421,Jbail port,""
1121,1033422,Off Sidon (Saida),""
100464,1033423,Unknown,""
100535,1033424,"Batroun, Barbara",""
100671,1033425,Unknown,""
53491,1033426,Tripoli to Beirut,""
100132,1033427,Beirut,""
50515,1033428,"Zaitoune, Beirut",""
100450,1033429,"Zaitoune, Beirut",""
50516,1033430,Beirut,""
100453,1033431,Nr Jounie,""
100455,1033432,"Zaitoune, Beirut",""
100456,1033433,"Zaitoune, Beirut",""
100526,1033434,St George Bay,""
100810,1033435,Beirut,""
100903,1033436,Nr Jounie,""
100635,1033437,"Khaldeh, Beirut",""
100081,1033438,Beirut,""
100651,1033439,Beirut,""
100650,1033440,Unknown,""
100160,1033441,Beirut,""
100837,1033442,Beirut,""
100544,1033443,Unknown,""
100573,1033444,Beirut,""
100716,1033445,Beirut,""
100862,1033446,Eastern coast,""
100699,1033447,"Surt, Gulf of Sidra",""
100365,1033448,Darnah,""
100087,1033449,Eastern coast,""
100861,1033450,Tobruk,""
100035,1033451,Tarabulus,""
100503,1033452,Unknown,""
100978,1033453,Tobruk,""
100979,1033454,Tarabulus,""
100775,1033455,Unknown,""
100266,1033456,Benghazi,""
100704,1033457,Ras El-Hilal,""
100901,1033458,Tobruk,""
100902,1033459,Tarabulus,""
100877,1033460,Tobruk,""
100878,1033461,Tobruk,""
100868,1033462,Surt,""
100913,1033463,Tarabulus,""
101081,1033464,Tarabulus,""
100410,1033465,Tobruk,""
100621,1033466,Tobruk,""
100226,1033467,Tobruk,""
100237,1033468,Gulf of Sirte,""
53432,1033469,Unknown,""
100548,1033470,Benghazi,""
53253,1033471,"Tajura, Tripoli",""
50147,1033472,"Shati El-Nakheel, Tripoli",""
100535,1033473,Tripoli,""
100671,1033474,"Sciare El Fateh, Tripoli",""
53491,1033475,Tubruq Bay,""
100278,1033476,Benghazi,""
100901,1033477,Unknown,""
100878,1033478,Unknown,""
100913,1033479,Unknown,""
50159,1033480,Marsaxlokk,""
100943,1033481,Unknown,""
100197,1033482,Unknown,""
100138,1033483,Sliema harbour,""
100763,1033484,Marsaxlokk,""
100025,1033485,"Marsaxlokk, St. George Bay",""
50156,1033486,"Marsaxlokk Bay, Mistra Bay, Rinella Creek",""
53432,1033487,Unknown,""
50531,1033488,Unknown,""
100708,1033489,Unknown,""
101370,1033490,"Kalkara Creek, Marsamxett harbour",""
50124,1033491,L-Ahrax,""
100124,1033492,L-Ahrax,""
53253,1033493,Malta,""
100208,1033494,L-Ahrax,""
1121,1033495,Marsaxlokk,""
100988,1033496,"Malta, Gozo",""
100168,1033497,Rinella,""
100169,1033498,Rinella,""
100132,1033499,Unknown,""
100010,1033500,Melilla harbour,""
100062,1033501,"Moroccan coast, Alboran Sea",""
50124,1033502,"Moroccan coast, Alboran Sea",""
100090,1033503,Melilla,""
50147,1033504,Melilla harbour,""
50148,1033505,"Melilla, Al Hoceima",""
100368,1033506,Tangier,""
100501,1033507,"Tamernoute, Cabo Negro, Ksar-Sghir",""
100574,1033508,Nador,""
53486,1033509,Mdiq,""
50553,1033510,Gulf of Piran,""
100138,1033511,Rovinj,""
50156,1033512,entire coast,""
50147,1033513,"Piran, Isola, Koper",""
100267,1033522,Alicante harbour,""
50156,1033523,Unknown,""
100203,1033524,"Alboran I.,",""
100370,1033525,Unknown,""
50215,1033526,Palos Cape,""
100870,1033527,"Malaga, Alboran Sea",""
100144,1033528,"Alboran Sea, Chafarinas Is.",""
100270,1033529,Alboran Sea,""
100708,1033530,Balearic Is.,""
100895,1033531,Alicante harbour,""
100685,1033532,Alicante harbour,""
100684,1033533,Malaga harbour,""
100010,1033534,"Majorca, Balearic Is.",""
100020,1033535,"Mallorca, Balearic Is.",""
100062,1033536,Alboran I.,""
50124,1033537,"Cerro Gordo, Velilla, Granada",""
100090,1033538,Ballesteros 1981 butll.,""
53253,1033539,Mallorca I.,""
100166,1033540,Unknown,""
50147,1033541,"Mallorca, Balearic Is.",""
50148,1033542,"Los Beregueles, Granada",""
100464,1033543,"Palma Bay, Balearic Is.",""
100368,1033544,Malaga,""
100535,1033545,"Almeria, SE Spain",""
50228,1033546,Catalonia,""
100617,1033547,"Menorca I., Balearic Is.",""
53437,1033548,"Cala Arrijana, Alboran Sea",""
50263,1033549,Costa Brava,""
100988,1033550,Alboran I.,""
53645,1033551,Valencia Harbour,""
100450,1033552,Valencia Harbour,""
50516,1033553,Valencia Harbour,""
50180,1033554,"Gandia port, btw Valencia, Alicante",""
53486,1033555,"Porto de la Selva, Costa Brava",""
100574,1033556,Unknown,""
53323,1033557,Catalonia,""
100635,1033558,Alicante harbour,""
100351,1033559,Alboran Sea,""
100959,1033561,Unknown,""
100862,1033562,Unknown,""
100425,1033563,Unknown,""
100861,1033564,Unknown,""
100073,1033565,Unknown,""
100503,1033566,Unknown,""
100978,1033567,Sidon,""
100704,1033568,Latakia,""
100669,1033569,Jableh,""
100880,1033570,Unknown,""
100148,1033571,Unknown,""
100878,1033572,Unknown,""
100877,1033573,Unknown,""
100868,1033574,Unknown,""
100279,1033575,Unknown,""
100913,1033576,Unknown,""
100493,1033577,Unknown,""
100181,1033578,Latakia,""
100920,1033579,Latakia,""
100213,1033580,Fauna Palest,""
100128,1033581,Latakia,""
53432,1033582,Latakia,""
100548,1033583,Latakia,""
100682,1033584,Latakia,""
50215,1033585,Unknown,""
100568,1033586,Unknown,""
100705,1033587,Unknown,""
100482,1033588,Unknown,""
100515,1033589,Latakia,""
100600,1033590,Latakia,""
100191,1033591,Unknown,""
100192,1033592,Unknown,""
100782,1033593,Unknown,""
100946,1033594,Unknown,""
100085,1033595,Latakia,""
101209,1033596,Latakia,""
101210,1033597,Rouad,""
100295,1033598,Unknown,""
100373,1033599,btw Banias & Latakia,""
100465,1033600,Unknown,""
100535,1033601,Unknown,""
50228,1033602,Unknown,""
100858,1033603,Unknown,""
100887,1033604,Unknown,""
53491,1033605,Minet el Beida,""
100862,1033606,Mahdia,""
100699,1033607,Kerkennah,""
100425,1033608,Cape Bon,""
100365,1033609,Zarzis,""
100087,1033610,Gulf of Gabes,""
100704,1033611,Sfax,""
100868,1033612,Cap Bon,""
100877,1033613,Salammbo,""
100878,1033614,Gulf of Gabes,""
100913,1033615,Gulf of Gabes,""
100979,1033616,Gulf of Gabes,""
100309,1033617,Unknown,""
100181,1033618,Zarzis,""
100346,1033619,Djerba,""
100023,1033620,"Gharbi I., nr Sidi Youssef, Kerkennah Is.",""
100138,1033621,"Sidi Youssef, Kerkennah Is.",""
50156,1033622,Lake Bizerte,""
100311,1033623,Unknown,""
100211,1033624,Bibans Lagoon,""
53432,1033625,Gulf of Gabes,""
100370,1033626,Gulf of Gabes,""
100560,1033627,Gulf of Gabes,""
100568,1033628,Gulf of Gabes,""
100963,1033629,Gulf of Gabes,""
100043,1033630,Southern Tunisia,""
100518,1033631,Southern Tunisia,""
50542,1033632,Lake Tunis,""
100731,1033633,Tunis Lagoon,""
100352,1033634,Gulf of Gabes,""
100423,1033635,Rades Port,""
100685,1033637,Lake of Tunis,""
50124,1033640,"Cap Serrat, Sidi Bou Said",""
100090,1033641,Souse,""
53253,1033642,Unknown,""
101210,1033643,Sousse harbour,""
100166,1033644,Sfax,""
50147,1033645,Bizerte Lagoon,""
100399,1033646,"Tabarka, Rass El Fartass",""
100464,1033647,Unknown,""
100617,1033648,Unknown,""
100988,1033649,Cap Bon,""
1121,1033650,Sfax,""
100574,1033651,Bizerte port,""
50515,1033652,Bizerte,""
100450,1033653,Bizerte,""
50516,1033654,Bizerte,""
50180,1033655,"Cap Bon, Oued Bezirk",""
100441,1033656,Mersin,""
100324,1033657,Iskenderun,""
100348,1033658,Iskenderun,""
100428,1033659,Iskenderun,""
100862,1033660,Iskenderun?,""
100425,1033661,Iskenderun,""
100365,1033662,Antalya Bay,""
100443,1033663,Gulf of Antalya,""
100087,1033664,Iskenderun,""
100861,1033665,Iskenderun,""
100702,1033666,Iskenderun,""
100073,1033667,Iskenderun,""
101166,1033668,Mersin,""
100035,1033669,Iskenderun,""
100503,1033670,Iskenderun,""
100978,1033671,Iskenderun,""
100979,1033672,Iskenderun,""
100704,1033673,Mersin,""
100426,1033674,Gulf of Antalya,""
100530,1033675,Iskenderun,""
100591,1033676,N Aegean Sea,""
100901,1033677,Antalya,""
100902,1033678,Antalya Bay,""
100814,1033679,Mersin,""
100714,1033680,Iskenderun,""
100669,1033681,Mersin,""
100148,1033682,Iskenderun & Mersin,""
100878,1033683,Iskenderun,""
100877,1033684,Unknown,""
100868,1033685,Iskenderun,""
100279,1033686,Iskenderun,""
100913,1033687,Iskenderun,""
100493,1033688,Iskenderun,""
100492,1033689,Gokova Bay,""
100494,1033690,off Antakya,""
100960,1033691,Fethiye,""
100309,1033692,Iskenderun,""
100884,1033693,Silifke,""
100966,1033694,Iskenderun Bay,""
100807,1033695,Mersin,""
100916,1033696,Gonyuk,""
100181,1033697,Antalya,""
100828,1033698,Mersin & Iskenderun,""
100380,1033699,S coast of Turkey,""
100364,1033700,Aydincik,""
100182,1033701,Mersin to Alanya,""
100176,1033702,Aydincik,""
100177,1033703,Aydincik,""
100571,1033704,Gulf of Iskenderun,""
100840,1033705,Yanikas,""
100841,1033706,Iskenderun,""
100520,1033707,Bozcaadal,""
100920,1033708,Unknown,""
100819,1033709,Mersin,""
100276,1033710,Iskenderun Bay,""
100915,1033711,Aydincik,""
100344,1033712,Mersin,""
100943,1033713,Mersin,""
50553,1033714,Bozcaada I.,""
100993,1033715,Mersin,""
100994,1033716,Mersin,""
100593,1033717,Silifke,""
100212,1033718,Iskenderun Bay,""
100213,1033719,Iskenderun,""
100214,1033720,Silifke,""
100587,1033721,Iskenderun Bay,""
100517,1033722,Iskenderun Bay,""
100922,1033723,Iskenderun Bay,""
100218,1033724,Silifke,""
100971,1033725,Iskenderun Bay to Antalya,""
100932,1033726,Iskenderun,""
100931,1033727,Yumurtalik Bight,""
100476,1033728,Yumurtalik,""
100442,1033729,Tasucu,""
100516,1033730,Yumurtalik Bight,""
100022,1033731,Yanikas,""
100023,1033732,Kizkalezi,""
100277,1033733,Aydincik,""
100821,1033734,Mersin,""
100137,1033735,Uc Adalar,""
100418,1033736,Uc Adalar,""
100197,1033737,Selimiye,""
100138,1033738,"btw Lara and Zincir, Antalya Bay",""
100667,1033739,Uc Adalar,""
100333,1033740,Uc Adalar,""
100334,1033741,Uc Adalar,""
100072,1033742,Unknown,""
100930,1033743,Fethiye,""
100754,1033744,Kas,""
100468,1033745,Yumurtalik Bight & Iskenderun Bay,""
100311,1033746,Unknown,""
100366,1033748,Unknown,""
100882,1033749,Unknown,""
