SP_idspecies,SP_genus,SP_species,SP_authority,SP_subtaxon,SP_subtaxon_rank,SP_subtaxon_authority,TG_taxon_group,SP_phylum,SP_class,SP_ordo,SP_family,EG_ecofunct_group,SP_sourceid
"709","Arisarum","vulgare","O. Targ. Tozz.","vulgare","subsp.","O. Targ. Tozz.","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Araceae",\N,"26"
"710","Wolffia","arrhiza","(L.) Horkel ex Wimm.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Araceae",\N,"15"
"717","Monstera","deliciosa","Liebm.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Araceae",\N,"15"
"719","Arum","italicum","Mill.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Araceae",\N,"19"
"723","Arum","italicum","Mill.","italicum","subsp.","Mill.","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Araceae",\N,"4"
"730","Arum","maculatum","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Araceae",\N,"4"
"733","Larix","x marschlinsii","Coaz","","hyb.","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"748","Larix","decidua","Mill.","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"752","Larix","decidua","Mill.","decidua","subsp.","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"759","Larix","gmelinii","(Rupr.) Kuzen.","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"761","Larix","kaempferi","(Lindl.) Carrière","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"772","Larix","laricina","(Du Roi) K.Koch","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"774","Larix","sibirica","Ledeb.","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"775","Picea","abies","(L.) K. Harst","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"782","Picea","abies","(L.) H.Karst.","obovata","subsp.","(Ledeb.) HultÃƒÂ©n","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"784","Picea","alcockiana","Carrière","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"6"
"785","Picea","engelmannii","Parry ex Engelm.","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"786","Picea","glauca","(Moench) Voss","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"789","Picea","glauca","(Moench) Voss","glauca","subsp.","(Moench) Voss","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"792","Picea","mariana","""Britton., Stern & Poggenb.""","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"794","Picea","omorika","(Pancic) Purkyne","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"799","Picea","orientalis","(L.) Link","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"801","Picea","pungens","Engelm.","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"802","Picea","sitchensis","(Bong.) Carrière","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"813","Pinus","x rotundata","Link","","hyb.","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"817","Pinus","banksiana","Lamb.","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"825","Pinus","canariensis","C.Sm.","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"831","Pinus","cembra","L.","sibirica","subsp.","(Du Tour) E.Murray","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"833","Pinus","contorta","Douglas ex J.W.Loudon","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"836","Pinus","contorta","Douglas ex J.W.Loudon","contorta","var.","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"838","Pinus","coulteri","D. Don","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"26"
"840","Pinus","halepensis","Mill.","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"842","Pinus","halepensis","Mill.","brutia","subsp.","(Ten.) E.Murray","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"846","Pinus","halepensis","Mill.","halepensis","subsp.","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"850","Pinus","leucodermis","Antoine","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"851","Pinus","mugo","Turra","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"862","Pinus","mugo","Turra","mugo","subsp.","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"864","Pinus","nigra","Arnold","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"869","Pinus","nigra","Arnold","laricio","subsp.","Maire","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"872","Pinus","nigra","Arnold","nigra","subsp.","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"884","Pinus","peuce","Griseb.","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"886","Pinus","pinaster","Aiton","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"892","Pinus","pinea","L.","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"893","Pinus","ponderosa","Douglas ex Lawson & P. Lawson","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"899","Pinus","radiata","D. Don","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"907","Pinus","rigida","Mill.","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"26"
"908","Pinus","strobus","L.","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"914","Pinus","sylvestris","L.","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"928","Pinus","uncinata","Ramond ex DC.","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"931","Pinus","wallichiana","A.B. Jacks.","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"943","Pseudotsuga","menziesii","(Mirb.) Franco","","","","Gymnospermae","Pinophyta","Pinopsida","Pinales","Pinaceae",\N,"58"
"967","Orontium","aquaticum","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Araceae",\N,"15"
"969","Calla","palustris","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Araceae",\N,"4"
"972","Colocasia","esculenta","(L.) Schott","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Araceae",\N,"15"
"975","Colocasia","esculenta","(L.) Schott","antiquorum","var.","(Schott) Hubbard & Rehd.","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Araceae",\N,"15"
"978","Pinellia","ternata","(Thunb.) Makino ex Breitenbach","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Araceae",\N,"15"
"982","Cryptocoryne","crispatula","Engl.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Araceae",\N,"5"
"988","Pistia","stratiotes","","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Arales","Pistiaceae",\N,"10855"
"991","Dracunculus","vulgaris","Schott","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Araceae",\N,"4"
"998","Butomus","umbellatus","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Butomaceae",\N,"4"
"1002","Lilaea","scilloides","(Poiret) Hauman","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Juncaginaceae",\N,"15"
"1010","Triglochin","striata","Ruiz & Pavón","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Juncaginaceae",\N,"10"
"1011","Ottelia","alismoides","(L.) Pers.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Hydrocharitaceae",\N,"26"
"1013","Najas","flexilis","Rostk. & W.L.E. Schmidt","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Hydrocharitaceae",\N,"26"
"1014","Najas","gracillima","(A. Braun ex Engelm.) Magnus","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Hydrocharitaceae",\N,"19"
"1020","Najas","graminea","Delile","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Hydrocharitaceae",\N,"4"
"1022","Najas","guadalupensis","(Spreng.) Magnus","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Hydrocharitaceae",\N,"15"
"1024","Blyxa","japonica","(Miq.) Maxim. ex Aschers & Gürcke","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Hydrocharitaceae",\N,"9"
"1027","Najas","marina","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Hydrocharitaceae",\N,"26"
"1028","Najas","orientalis","Triest and Uotila","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Hydrocharitaceae",\N,"6"
"1031","Egeria","densa","","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Hydrocharitaceae",\N,"17500"
"1042","Stratiotes","aloides","","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Hydrocharitaceae",\N,"17500"
"1044","Elodea","callitrichoides","(Rich.) Casp.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Hydrocharitaceae",\N,"19"
"1052","Elodea","canadensis","","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Hydrocharitaceae","Terrestrial plant","17500"
"1091","Elodea","nuttallii","","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Hydrocharitaceae","Terrestrial plant","17500"
"1116","Vallisneria","spiralis","","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Hydrocharitaceae",\N,"17500"
"1121","Halophila","stipulacea","(Forsskal) Ascherson","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Hydrocharitaceae",\N,"9"
"1122","Hydrilla","verticillata","","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Hydrocharitaceae",\N,"17500"
"1141","Hydrocharis","morsus-ranae","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Hydrocharitaceae",\N,"26"
"1142","Lagarosiphon","major","","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Hydrocharitaceae",\N,"17500"
"1152","Groenlandia","densa","","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Potamogetonaceae",\N,"17500"
"1153","Potamogeton","compressus","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Potamogetonaceae",\N,"4"
"1158","Potamogeton","epihydrus","Rafn.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Potamogetonaceae",\N,"26"
"1159","Potamogeton","nodosus","Poiret","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Potamogetonaceae",\N,"26"
"1161","Potamogeton","trichoides","Cham. & Schlecht.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Alismatales","Potamogetonaceae",\N,"26"
"1167","Tamus","communis","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Dioscoreales","Dioscoreaceae",\N,"19"
"1174","Smilax","aspera","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Liliales","Smilacaceae",\N,"9"
"1182","Smilax","canariensis","Brouss. ex Willd.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Liliales","Smilacaceae",\N,"26"
"1184","Smilax","excelsa","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Liliales","Smilacaceae",\N,"26"
"1186","Veratrum","album","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Liliales","Melanthiaceae",\N,"26"
"1187","Erythronium","dens-canis","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Liliales","Liliaceae",\N,"19"
"1197","Fritillaria","imperialis","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Liliales","Liliaceae",\N,"15"
"1198","Fritillaria","meleagris","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Liliales","Liliaceae",\N,"19"
"1211","Gagea","lutea","(L.) Ker-Gawl.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Liliales","Liliaceae",\N,"26"
"1214","Gagea","minima","(L.) Ker Gawl.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Liliales","Liliaceae",\N,"19"
"1216","Gagea","pratensis","","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Liliales","Liliaceae",\N,"17500"
"1223","Lilium","bulbiferum","","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Liliales","Liliaceae",\N,"19"
"1228","Lilium","candidum","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Liliales","Liliaceae",\N,"19"
"1231","Lilium","lancifolium","Thunb.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Liliales","Liliaceae",\N,"15"
"1235","Lilium","martagon","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Liliales","Liliaceae",\N,"19"
"1241","Lilium","pyrenaicum","Gouan","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Liliales","Liliaceae",\N,"19"
"1245","Tulipa","agenensis","DC.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Liliales","Liliaceae",\N,"26"
"1248","Tulipa","clusiana","DC.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Liliales","Liliaceae",\N,"19"
"1252","Tulipa","didieri","Jordan","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Liliales","Liliaceae",\N,"19"
"1253","Tulipa","gesneriana","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Liliales","Liliaceae",\N,"4"
"1270","Tulipa","grengiolensis","Thommen","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Liliales","Liliaceae",\N,"5"
"1271","Tulipa","raddii","Reboul","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Liliales","Liliaceae",\N,"19"
"1276","Tulipa","saxatilis","Sieber ex Spreng.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Liliales","Liliaceae",\N,"4"
"1280","Tulipa","sylvestris","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Liliales","Liliaceae",\N,"4"
"1287","Colchicum","autumnale","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Liliales","Colchicaceae",\N,"19"
"1302","Alstroemeria","aurea","Graham","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Liliales","Alstroemeriaceae",\N,"4"
"1305","Alstroemeria","pulchella","L. f.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Liliales","Alstroemeriaceae",\N,"15"
"1307","Allium","ampeloprasum","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"4"
"1309","Allium","ampeloprasum","L.","atroviolaceum","var.","(Boiss.) Regel","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"15"
"1311","Allium","angulosum","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"19"
"1316","Allium","atropurpureum","Waldst. & Kit.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"16"
"1319","Allium","carinatum","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"19"
"1322","Allium","cepa","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"4"
"1329","Allium","christophii","Trautv.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"5"
"1333","Allium","cyrilii","Ten.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"26"
"1335","Allium","fistulosum","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"4"
"1339","Allium","flavum","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"19"
"1341","Allium","moly","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"19"
"1345","Allium","neapolitanum","Cirillo","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"6"
"1358","Allium","nigrum","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"4"
"1370","Allium","odorum","L. non Ten.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"15"
"1378","Allium","oleraceum","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"4"
"1381","Allium","paniculatum","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"9"
"1382","Allium","paniculatum","L.","fuscum","subsp.","(Waldst. & Kit.) Archang.","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"9"
"1385","Allium","paradoxum","(M. Bieb.) G. Don","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"4"
"1391","Allium","paradoxum","(M. Bieb.) G. Don","paradoxum","var.","(M. Bieb.) G. Don","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"6"
"1392","Allium","pendulinum","Ten.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"19"
"1394","Allium","porrum","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"4"
"1403","Allium","roseum","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"19"
"1410","Allium","sativum","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"4"
"1414","Allium","sativum","L.","sativum","subsp.","L.","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"19"
"1417","Allium","schoenoprasum","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"4"
"1433","Allium","scorodoprasum","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"19"
"1438","Allium","scorodoprasum","L.","rotundum","subsp.","(L.) Stearn","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"26"
"1440","Allium","sphaerocephalon","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"4"
"1442","Allium","subhirsutum","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"19"
"1449","Allium","subvillosum","Salzm. ex Schult. & Schult.f.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"26"
"1451","Allium","triquetrum","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"4"
"1454","Allium","unifolium","Kellogg","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"15"
"1456","Allium","ursinum","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"4"
"1458","Allium","vineale","L.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"4"
"1470","Nectaroscordum","siculum","(Ucria) Lindley ex Edwards","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"19"
"1474","Nothoscordum","bivalve","(L.) Britt.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"15"
"1478","Nothoscordum","borbonicum","Kunth","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"19"
"1488","Nothoscordum","gracile","(Aiton) Stearn","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"19"
"1493","Tristagma","uniflorum","(Lindl.) Traub","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Alliaceae",\N,"15"
"1503","Anomatheca","laxa","(Thunb.) Goldblatt","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Iridaceae",\N,"26"
"1506","Aristea","ecklonii","Baker","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Iridaceae",\N,"6"
"1508","Chasmanthe","aethiopica","(L.) N.E. Br.","","","","Magnoliophyta","Magnoliophyta","Liliopsida","Asparagales","Iridaceae",\N,"4"
